#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 03 11 13 50  30  8.0 10.0   1.9     7   5.3  59 1024.6  12.8  20.2   0.5   MM +2.8    MM
2017 03 11 12 50  30  9.0 11.0   2.0     7   5.5  59 1023.9  13.0  20.2   1.3   MM +3.1    MM
2017 03 11 11 50  30  8.0 11.0   2.0     7   5.6  50 1022.4  13.0  20.2   1.4   MM +2.0    MM
2017 03 11 10 50  30  8.0 11.0   1.8     7   5.3  38 1021.8  13.2  20.2   1.9   MM +1.9    MM
2017 03 11 09 50  30  9.0 11.0   1.8     7   5.3  28 1020.8  13.5  20.2   1.7   MM +1.0    MM
2017 03 11 08 50  20  9.0 12.0   2.1     7   5.5  18 1020.4  14.0  20.3   2.8   MM +1.3    MM
2017 03 11 07 50  30 10.0 13.0   2.4     7   5.5  19 1019.9  14.1  20.3   3.4   MM +1.9    MM
2017 03 11 06 50  20 12.0 14.0   2.3     7   5.3  32 1019.8  14.7  20.3   3.6   MM +2.8    MM
2017 03 11 05 50  30 12.0 16.0   2.1     6   4.9  25 1019.1  15.5  20.4   6.6   MM +3.1    MM
2017 03 11 04 50  20 13.0 17.0   1.7     5   4.4  21 1018.0  17.2  20.4   7.9   MM +3.2    MM
2017 03 11 03 50  20 13.0 15.0   1.2     4   3.9   1 1017.0  18.2  20.4   9.4   MM +3.0    MM
2017 03 11 02 50  30 12.0 14.0   1.1     6   4.4 188 1016.0  19.4  20.4  11.5   MM +3.2    MM
2017 03 11 01 50 330  7.0  9.0   1.1     6   4.7 196 1014.8  21.6  20.4  12.6   MM +2.9    MM
2017 03 11 00 50 290  4.0  5.0   1.2     6   4.6 213 1014.0  20.9  20.4  15.6   MM +2.4    MM
2017 03 10 23 50 270  6.0  7.0   1.2     6   4.4 215 1012.8  20.9  20.4  15.6   MM +1.4    MM
2017 03 10 22 50 240  7.0  8.0   1.3     6   4.5 225 1011.9  20.9  20.4  15.4   MM +0.6    MM
2017 03 10 21 50 250  7.0  9.0   1.3     6   4.5 223 1011.6  20.9  20.4  14.5   MM -0.0    MM
2017 03 10 20 50 250  8.0 10.0   1.6     6   4.7 235 1011.4  20.2  20.4  14.9   MM -1.4    MM
2017 03 10 19 50 250  9.0 10.0   1.7     6   4.7 228 1011.3  19.6  20.3  15.0   MM -2.2    MM
2017 03 10 18 50 260 10.0 12.0   1.6     6   4.6 249 1011.7  19.1  20.3  14.0   MM -0.7    MM
2017 03 10 17 50 260 10.0 12.0   1.7     6   4.7 237 1012.8  18.9  20.3  14.3   MM -1.1    MM
2017 03 10 16 50 260 10.0 12.0   1.6     5   4.6 228 1013.5  19.0  20.3  14.3   MM -0.9    MM
2017 03 10 15 50 220 11.0 13.0   1.7     5   4.7 235 1012.4  19.4  20.3  14.6   MM -2.5    MM
2017 03 10 14 50 250 12.0 14.0   1.4     5   4.4 227 1013.9  20.1  20.3  14.7   MM -1.1    MM
2017 03 10 13 50 230 11.0 13.0   1.6     5   4.4 230 1014.4  20.5  20.3  16.3   MM +0.0    MM
2017 03 10 12 50 230 11.0 14.0   1.3     5   4.2 231 1014.9  20.3  20.3  17.6   MM -0.4    MM
2017 03 10 11 50 230 11.0 13.0   1.2     4   4.2 238 1015.0  20.3  20.3  16.8   MM -0.6    MM
2017 03 10 10 50 230 10.0 12.0   1.0     4   4.0 227 1014.6  20.3  20.3  12.6   MM -1.9    MM
2017 03 10 09 50 230  9.0 11.0   0.9     9   4.0 151 1015.3  20.0  20.2  12.2   MM -2.1    MM
2017 03 10 08 50 220  8.0  9.0   0.8     9   5.1 131 1015.6  20.5  20.2  11.6   MM -2.9    MM
2017 03 10 07 50 220  6.0  7.0   0.7     9   6.5 137 1016.5  20.3  20.2  13.2   MM -2.7    MM
2017 03 10 06 50 190  4.0  4.0   0.7     8   6.3 117 1017.4  20.0  20.2  15.4   MM -2.6    MM
2017 03 10 05 50 180  1.0  2.0   0.7    10   6.2 121 1018.5  19.8  20.2  15.3   MM -1.8    MM
2017 03 10 04 50 150  1.0  1.0   0.8    10   6.4 130 1019.2  20.0  20.2  14.4   MM -1.3    MM
2017 03 10 03 50  90  1.0  2.0   0.7    10   6.0 123 1020.0  20.2  20.2  13.9   MM -0.4    MM
2017 03 10 02 50 130  3.0  3.0   0.7    10   6.1 121 1020.3  20.4  20.3  12.5   MM +0.0    MM
2017 03 10 01 50 120  2.0  3.0   0.6    10   6.1 135 1020.5  20.4  20.3  10.7   MM +0.0    MM
2017 03 10 00 50 140  3.0  4.0   0.7     9   6.4 131 1020.4  20.5  20.4   9.4   MM -0.4    MM
2017 03 09 23 50 120  3.0  4.0   0.7     9   6.1 121 1020.4  20.3  20.5   9.0   MM -1.1    MM
2017 03 09 22 50 120  3.0  4.0   0.7     8   5.8 124 1020.5  20.4  20.5   8.0   MM -1.6    MM
2017 03 09 21 50  90  3.0  3.0   0.7    10   5.7 104 1020.8  20.1  20.5   8.8   MM -1.9    MM
2017 03 09 20 50  60  3.0  4.0   0.7     8   5.3 111 1021.5  20.0  20.4   8.5   MM -2.2    MM
2017 03 09 19 50  70  3.0  4.0   0.8     9   5.4 139 1022.1  19.8  20.4   8.5   MM -2.4    MM
2017 03 09 18 50  70  3.0  4.0   0.7     9   5.3 133 1022.7  19.7  20.3   7.8   MM -2.0    MM
2017 03 09 17 50  50  5.0  5.0   0.8     9   5.3 147 1023.7  19.7  20.2   7.0   MM -1.0    MM
2017 03 09 16 50  60  5.0  6.0   0.8     9   5.3 126 1024.5  19.9  20.2   5.5   MM +0.0    MM
2017 03 09 15 50  60  5.0  5.0   0.8    10   5.5 130 1024.7  20.2  20.1   6.3   MM +0.0    MM
2017 03 09 14 50  60  5.0  5.0   0.8     9   5.5 139 1024.7  20.0  20.1   8.2   MM +0.8    MM
2017 03 09 13 50  40  6.0  7.0   0.8     9   5.4 137 1024.5  19.9  20.0   9.5   MM +1.0    MM
2017 03 09 12 50  40  5.0  6.0   0.8     9   5.8 129 1024.5  20.1  20.0   9.3   MM +1.5    MM
2017 03 09 11 50  50  4.0  5.0   0.8     9   5.9 129 1023.9  19.8  19.9   9.6   MM +1.2    MM
2017 03 09 10 50  30  5.0  6.0   0.8     9   5.6 117 1023.5  19.6  19.7  10.8   MM +0.8    MM
2017 03 09 09 50  40  5.0  6.0   0.7     9   5.7 109 1023.0  19.7  19.6   9.8   MM -0.3    MM
2017 03 09 08 50  20  5.0  6.0   0.8     9   6.1 129 1022.7  18.9  19.5  15.5   MM -1.1    MM
2017 03 09 07 50  20  3.0  4.0   0.8     7   5.6 125 1022.7  18.5  19.3  17.1   MM -1.4    MM
2017 03 09 06 50 360  3.0  4.0   0.9    10   5.4 114 1023.3  18.4  19.1  16.6   MM -0.7    MM
2017 03 09 05 50 330  3.0  3.0   0.9     8   5.3 147 1023.8  18.8  19.1  17.1   MM +0.0    MM
2017 03 09 04 50 300  3.0  4.0   1.0     8   5.3 152 1024.1  19.0  19.1  17.3   MM +0.8    MM
2017 03 09 03 50 300  3.0  4.0   1.1     6   5.1 155 1024.0  19.4  19.1  17.4   MM +1.3    MM
2017 03 09 02 50 260  3.0  4.0   1.0     7   5.2 146 1023.7  19.7  19.1  17.2   MM +1.4    MM
2017 03 09 01 50 260  5.0  6.0   1.1     6   5.1 142 1023.3  20.0  19.2  16.8   MM +1.4    MM
2017 03 09 00 50 240  5.0  5.0   1.0     8   5.0 149 1022.7  20.0  19.1  17.3   MM +1.0    MM
2017 03 08 23 50 240  5.0  6.0   1.2     8   5.3 151 1022.3  20.0  19.0  17.1   MM +0.7    MM
2017 03 08 22 50 230  5.0  6.0   1.2     7   5.0 140 1021.9  20.1  19.0  17.1   MM -0.0    MM
2017 03 08 21 50 240  5.0  6.0   1.1     8   4.9 140 1021.7  20.1  19.1  17.4   MM -0.8    MM
2017 03 08 20 50 250  5.0  5.0   1.2     7   5.2 141 1021.6  19.9  19.2  17.4   MM -1.9    MM
2017 03 08 19 50 240  5.0  6.0   1.2     6   4.9 159 1022.0  19.7  19.2  17.3   MM -2.3    MM
2017 03 08 18 50 250  5.0  6.0   1.3     6   4.9 174 1022.5  19.3  19.4  17.4   MM -1.9    MM
2017 03 08 17 50 240  6.0  6.0   1.4     7   5.0 148 1023.5  19.0  19.5  17.4   MM -0.8    MM
2017 03 08 16 50 260  7.0  9.0   1.6     7   5.0 156 1024.3  19.4  19.5  17.0   MM +0.0    MM
2017 03 08 15 50 240  7.0  9.0   1.6     5   5.0 199 1024.4  19.9  19.4  17.1   MM +0.8    MM
2017 03 08 14 50 230  8.0 10.0   1.9     7   5.2 142 1024.3  20.1  19.5  17.0   MM +1.5    MM
2017 03 08 13 50 230 10.0 12.0   1.6     7   4.8 141 1024.2  20.4  19.5  16.9   MM +1.7    MM
2017 03 08 12 50 230  9.0 11.0   1.6     6   4.9 159 1023.6  20.5  19.6  17.6   MM +0.8    MM
2017 03 08 11 50 220 10.0 11.0   1.6     7   4.9 142 1022.8  20.3  19.7  18.0   MM -0.3    MM
2017 03 08 10 50 210  9.0 11.0   1.5     7   4.8 125 1022.5  20.4  19.8  17.9   MM -1.3    MM
2017 03 08 09 50 230  8.0 10.0   1.7     7   5.2 137 1022.8  20.3  19.8  18.5   MM -1.7    MM
2017 03 08 08 50 230  9.0 11.0   1.6     7   5.0 133 1023.1  20.3  19.9  18.7   MM -1.9    MM
2017 03 08 07 50 200  8.0  9.0   1.6     6   5.1 157 1023.8  20.8  19.9  18.1   MM -1.3    MM
2017 03 08 06 50 200  8.0 10.0   1.6     7   5.0 152 1024.5  20.9  19.9  17.3   MM -1.3    MM
2017 03 08 05 50 170  8.0 10.0   1.8     5   4.9 161 1025.0  20.1  19.9  17.4   MM -1.0    MM
2017 03 08 04 50 180 10.0 12.0   1.7     6   4.9 150 1025.1  20.2  19.8  16.8   MM -1.4    MM
2017 03 08 03 50 180  8.0 10.0   1.5     6   4.9 149 1025.8  20.2  19.8  16.4   MM -0.5    MM
2017 03 08 02 50 210  7.0  8.0   1.6     6   5.1 165 1026.0  19.4  19.8  16.7   MM +0.0    MM
2017 03 08 01 50 170  9.0 10.0   1.6     6   5.1 156 1026.5  19.1  19.8  16.3   MM +0.9    MM
2017 03 08 00 50 180  7.0  8.0   1.6     6   5.1 160 1026.3  20.6  19.8  15.0   MM +1.0    MM
2017 03 07 23 50 180  7.0  9.0   1.4     6   5.0 150 1025.8  20.6  19.9  14.9   MM -0.0    MM
2017 03 07 22 50 160  7.0  8.0   1.4     6   5.0 146 1025.6  20.2  20.0  14.5   MM -0.9    MM
2017 03 07 21 50 200 10.0 12.0   1.3     9   5.0 111 1025.3  19.4  20.0  15.0   MM -2.0    MM
2017 03 07 20 50 170  7.0  8.0   1.2    10   5.0 109 1025.9  20.8  20.1  14.4   MM -2.3    MM
2017 03 07 19 50 170  6.0  8.0   1.2     6   4.9 145 1026.5  20.4  20.1  13.3   MM -2.8    MM
2017 03 07 18 50 190  5.0  8.0   1.1     9   4.8 113 1027.3  19.6  20.1  13.5   MM -2.5    MM
2017 03 07 17 50 160  8.0  9.0   1.2     9   4.4 112 1028.2  19.4  20.0  13.2   MM -1.9    MM
2017 03 07 16 50 180  8.0 10.0   1.2    10   4.8  99 1029.3  19.6  20.0  14.3   MM -0.6    MM
2017 03 07 15 50 160  5.0  6.0   1.0     9   4.8  93 1029.8  20.6  19.9  12.2   MM +0.5    MM
2017 03 07 14 50 160  5.0  7.0   1.1     9   5.0 116 1030.1  20.4  19.8  11.8   MM +1.6    MM
2017 03 07 13 50 160  6.0  6.0   1.1    10   5.0  98 1029.9  20.3  19.8  11.6   MM +1.8    MM
2017 03 07 12 50 170  5.0  6.0   1.2    10   4.9  91 1029.3  20.0  19.8  11.1   MM +1.6    MM
2017 03 07 11 50 160  7.0  8.0   1.2    10   5.0  96 1028.5  19.5  19.8  10.0   MM +0.5    MM
2017 03 07 10 50 170  7.0  8.0   1.2     9   4.9 101 1028.1  19.5  19.9  10.6   MM -0.0    MM
2017 03 07 09 50 160  8.0  9.0   1.2     9   5.0 136 1027.7  19.5  19.9  10.9   MM -1.1    MM
2017 03 07 08 50 150  7.0  8.0   1.2     9   4.9 127 1028.0  19.3  20.0   9.4   MM -1.0    MM
2017 03 07 07 50 160  8.0  9.0   1.2     9   4.8 105 1028.1  19.3  20.0   9.8   MM -1.5    MM
2017 03 07 06 50 160  8.0  9.0   1.3    10   4.8  96 1028.8  19.2  20.0   9.2   MM -0.9    MM
2017 03 07 05 50 150  8.0 11.0   1.4     9   4.7  91 1029.0  19.1  20.0   9.7   MM -1.1    MM
2017 03 07 04 50 150  8.0 10.0   1.3     9   4.6  99 1029.6  19.1  20.0   9.2   MM -0.6    MM
2017 03 07 03 50 150  9.0 11.0   1.2     9   4.5 100 1029.7  19.2  19.9  10.5   MM -0.4    MM
2017 03 07 02 50 150  8.0  9.0   1.3    10   5.1  89 1030.1  19.3  19.9  10.8   MM +0.0    MM
2017 03 07 01 50 170  6.0  7.0   1.1     9   4.9 104 1030.2  19.1  19.9  11.2   MM +0.3    MM
2017 03 07 00 50 150  6.0  7.0   1.2     9   5.6 122 1030.1  19.5  19.9  10.4   MM +0.3    MM
2017 03 06 23 50 150  5.0  7.0   1.2    10   5.8 101 1030.1  19.5  19.9  10.6   MM +0.0    MM
2017 03 06 22 50 100  4.0  5.0   1.1    10   5.7  81 1029.9  19.4  20.0   7.7   MM -0.5    MM
2017 03 06 21 50 110  4.0  5.0   1.2     9   5.9 101 1029.8  19.3  20.1   5.7   MM -1.1    MM
2017 03 06 20 50  90  5.0  7.0   1.1    10   5.7  93 1030.0  19.1  20.1   5.2   MM -1.6    MM
2017 03 06 19 50 110  5.0  6.0   1.2     9   6.0 105 1030.4  18.8  20.1   5.6   MM -2.0    MM
2017 03 06 18 50  90  5.0  6.0   1.1    11   5.7  93 1030.9  18.7  20.0   4.8   MM -1.9    MM
2017 03 06 17 50  80  5.0  6.0   1.1     9   6.0 111 1031.6  18.5  19.9   6.7   MM -1.1    MM
2017 03 06 16 50  90  5.0  6.0   1.0    11   6.0  74 1032.4  18.2  19.9   5.9   MM +0.0    MM
2017 03 06 15 50  70  5.0  6.0   1.1    10   5.9  91 1032.8  18.0  19.8   6.9   MM +0.6    MM
2017 03 06 14 50  80  5.0  6.0   1.2    11   6.1  72 1032.7  17.8  19.7   6.4   MM +1.0    MM
2017 03 06 13 50  70  5.0  6.0   1.2    11   6.1  76 1032.6  17.4  19.6   7.4   MM +1.2    MM
2017 03 06 12 50  80  5.0  6.0   1.2    11   5.9  81 1032.2  17.2  19.6   7.2   MM +1.3    MM
2017 03 06 11 50  70  4.0  5.0   1.2    11   5.9  77 1031.7  16.8  19.6   7.3   MM +1.1    MM
2017 03 06 10 50  80  4.0  5.0   1.3    10   5.9  77 1031.4  16.7  19.6   7.6   MM +0.3    MM
2017 03 06 09 50  80  4.0  6.0   1.2     9   5.7 102 1030.9  16.4  19.6   8.1   MM -0.6    MM
2017 03 06 08 50  70  5.0  6.0   1.2     9   5.6 119 1030.6  16.3  19.6   8.2   MM -1.4    MM
2017 03 06 07 50  80  5.0  6.0   1.1     9   5.2 109 1031.1  16.0  19.6   8.9   MM -1.4    MM
2017 03 06 06 50  80  6.0  7.0   1.1     8   5.3 109 1031.5  15.8  19.7   9.0   MM -1.3    MM
2017 03 06 05 50  80  6.0  8.0   1.1     9   5.2  88 1032.0  15.6  19.7   8.8   MM -1.1    MM
2017 03 06 04 50  80  6.0  7.0   0.9     9   5.0 107 1032.5  15.6  19.7   8.3   MM -0.6    MM
2017 03 06 03 50  90  6.0  8.0   0.9     9   4.9 111 1032.8  15.6  19.7   8.1   MM -0.5    MM
2017 03 06 02 50  90  5.0  7.0   0.9     9   4.9 113 1033.1  15.5  19.6   7.4   MM +0.0    MM
2017 03 06 01 50  80  5.0  7.0   1.0     9   4.9 117 1033.1  15.3  19.6   6.3   MM +0.0    MM
2017 03 06 00 50  80  5.0  6.0   0.9     9   4.9 103 1033.3  15.1  19.6   5.9   MM +0.7    MM
2017 03 05 23 50  70  4.0  6.0   1.0     9   4.9 107 1033.1  14.9  19.7   4.5   MM +0.5    MM
2017 03 05 22 50  60  5.0  7.0   1.0     8   5.0 112 1033.0  14.9  19.8   4.6   MM -0.0    MM
2017 03 05 21 50  60  5.0  7.0   1.0     9   5.3  95 1032.6  14.8  19.9   5.7   MM -0.6    MM
2017 03 05 20 50  50  6.0  7.0   0.9     9   5.3  96 1032.6  15.1  20.0   5.2   MM -1.4    MM
2017 03 05 19 50  50  5.0  7.0   0.9     9   5.5 103 1032.8  15.2  20.1   2.9   MM -1.6    MM
2017 03 05 18 50  60  4.0  6.0   0.9     9   5.4 112 1033.2  15.3  20.1   2.9   MM -1.2    MM
2017 03 05 17 50  60  4.0  6.0   0.8     8   5.3 111 1034.0  15.3  20.0   2.8   MM -0.4    MM
2017 03 05 16 50  70  5.0  6.0   0.8     9   5.0 119 1034.4  15.3  20.0   1.4   MM +0.3    MM
2017 03 05 15 50  50  6.0  8.0   0.8     9   5.3 118 1034.4  15.3  19.9   1.1   MM +0.5    MM
2017 03 05 14 50  60  5.0  7.0   0.8     8   5.6 102 1034.4  15.2  19.8   1.5   MM +1.1    MM
2017 03 05 13 50  70  5.0  7.0   0.8     8   5.8 103 1034.1  15.1  19.8   2.4   MM +0.9    MM
2017 03 05 12 50  70  4.0  6.0   0.8    10   5.6 111 1033.9  14.9  19.8   2.5   MM +1.0    MM
2017 03 05 11 50  60  5.0  6.0   0.9     9   5.8 111 1033.3  14.3  19.8   1.5   MM   MM    MM
2017 03 05 10 50  50  5.0  6.0   1.0     8   5.9 116 1033.2  14.2  19.8   1.9   MM +0.3    MM
2017 03 05 09 50  50  4.0  5.0   0.9     9   5.8 122 1032.9  14.1  19.9   1.5   MM -0.3    MM
2017 03 05 07 50  60  4.0  6.0   1.0     9   5.9 109 1032.9  13.8  19.9   1.0   MM -0.5    MM
2017 03 05 06 50  50  4.0  6.0   1.0     9   6.1 104 1033.2  13.7  19.9   0.5   MM -0.6    MM
2017 03 05 05 50  60  4.0  6.0   1.0     8   6.1 102 1033.3  13.5  20.0  -0.2   MM -0.6    MM
2017 03 05 04 50  80  4.0  5.0   1.1     9   6.4 108 1033.4  13.2  19.9  -0.9   MM -0.6    MM
2017 03 05 03 50  50  4.0  6.0   1.1     9   6.1  96 1033.8  13.0  19.9  -0.9   MM +0.0    MM
2017 03 05 02 50  60  3.0  5.0   1.1     9   5.7  95 1033.9  12.7  20.0  -1.2   MM +0.4    MM
2017 03 05 01 50  80  3.0  5.0   1.2     8   5.7  88 1034.0  12.4  20.0  -1.7   MM +0.7    MM
2017 03 05 00 50  70  4.0  7.0   1.2     7   5.5  54 1034.0  12.4  20.1   0.5   MM +0.5    MM
2017 03 04 23 50  70  4.0  6.0   1.3     7   5.5  53 1033.5  11.9  20.2  -0.8   MM -0.4    MM
2017 03 04 22 50  60  5.0  7.0   1.3     7   5.2  51 1033.3  11.6  20.3  -1.0   MM -0.8    MM
2017 03 04 21 50  50  5.0  7.0   1.4     6   5.2  44 1033.5  11.4  20.4  -2.0   MM -1.3    MM
2017 03 04 20 50  40  5.0  6.0   1.5     7   5.4  59 1033.9  11.1  20.5  -0.7   MM -1.6    MM
2017 03 04 19 50  40  6.0  8.0   1.6     7   5.4  64 1034.1  10.8  20.5  -0.6   MM -2.1    MM
2017 03 04 18 50  50  6.0  8.0   1.6     7   5.2  62 1034.8  10.8  20.5  -1.1   MM -1.4    MM
2017 03 04 17 50  40  7.0  9.0   1.7     6   5.1  41 1035.5  10.7  20.6  -0.3   MM -0.9    MM
2017 03 04 16 50  40  8.0 12.0   1.8     6   5.0  44 1036.2  10.6  20.6   0.5   MM +0.3    MM
2017 03 04 15 50  30  9.0 12.0   1.8     6   5.0  39 1036.2  10.6  20.6   0.6   MM +1.0    MM
2017 03 04 14 50  30 10.0 13.0   1.7     7   5.1  37 1036.4  11.0  20.6   1.0   MM +2.1    MM
2017 03 04 13 50  40  9.0 11.0   1.7     6   4.9  35 1035.9  11.4  20.7   2.3   MM +2.4    MM
2017 03 04 12 50  40  9.0 12.0   1.7     7   5.0  40 1035.2  12.0  20.8   2.2   MM +2.3    MM
2017 03 04 11 50  40  8.0 11.0   1.6     6   4.7  23 1034.3  12.2  20.8   2.6   MM +2.3    MM
2017 03 04 10 50  30  8.0 10.0   1.7     6   4.9  26 1033.5  12.2  20.8   1.8   MM   MM    MM
2017 03 04 09 50  40  9.0 11.0   1.9     6   4.9  11 1032.9  12.4  20.8   1.5   MM +1.7    MM
2017 03 04 08 50  40 10.0 14.0   1.9     6   5.0  19 1032.0  12.8  20.8   3.0   MM +1.0    MM
2017 03 04 06 50  30 10.0 13.0   1.7     5   4.7  19 1031.2  13.9  20.8   3.1   MM +0.7    MM
2017 03 04 05 50  40 10.0 14.0   1.3     5   4.4  24 1031.0  14.6  20.9   3.8   MM +0.6    MM
2017 03 04 04 50  30 10.0 13.0   1.1     9   4.4 119 1030.5  15.2  20.9   3.7   MM +0.4    MM
2017 03 04 03 50  10 11.0 13.0   1.0     9   4.3 109 1030.5  15.7  20.9   3.3   MM +1.0    MM
2017 03 04 02 50 320  6.0  8.0   1.0     9   4.6 119 1030.4  17.3  20.9   2.2   MM +1.6    MM
2017 03 04 01 50 290  7.0  9.0   0.9     9   4.7 121 1030.1  16.7  21.0   5.5   MM +1.8    MM
2017 03 04 00 50 280  6.0  8.0   0.8     8   4.5 113 1029.5  16.7  21.0   4.3   MM +1.5    MM
